article.url,issue.year,issue.volume,issue.issue,issue.date.of.publication,issue.pages,article.title,article.abstract,article.doi,article.pages,author1,institution1,author2,institution2,author3,institution3,author4,institution4,author5,institution5,author6,institution6,author7,institution7,author8,institution8,author9,institution9,author10,institution10,author11,institution11,author12,institution12,author13,institution13,author14,institution14,author15,institution15,author16,institution16,issue.online,version.of.record.online
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00520.x/abstract,2011,55,4,October 2011,737-1002,Power within Parties: The Strength of the Local Party and MP Independence in Postcommunist Europe,"This study argues that organizationally stronger local party branches are more powerful within the party than organizationally weaker branches: they can better perform the tasks central to the party, which include communication with, and mobilization of, voters. I further argue that this subunit power should be manifested in the parliamentary behavior and status of MPs: those from districts where the local party organization is strong are more likely (1) to behave independently in parliament and break party unity and (2) to hold leadership positions in parliamentary committees. I find support for these propositions in the analysis of 12 legislatures from four postcommunist democracies—Czech Republic, Estonia, Hungary, and Poland. The results remain robust against various alternative explanations.",10.1111/j.1540-5907.2011.00520.x,923-936,Margit Tavits,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 OCT 2011,7 JUN 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00524.x/abstract,2011,55,4,October 2011,737-1002,Who “Wins”? Determining the Party of the Prime Minister,"The prime ministership is the preeminent political post in parliamentary democracies. Yet few studies examine PM party choice, perhaps under the assumption that the choice is a simple function of party size. In this article, we argue that key strategic actors and the context in which government negotiations take place can play a critical role in PM party choice. We test our hypotheses using a mixed logit with random coefficients on an original data set comprising PM selection opportunities in 28 European countries. Our methodological approach allows us to incorporate qualitative concerns about heterogeneity and causal complexity into our analysis. Contrary to conventional wisdom, we find that the largest party is often disadvantaged when it comes to PM party choice, that some presidents play an influential role in choosing the PM, and that the value of being the incumbent depends on one’s performance in office and how the previous government ended.",10.1111/j.1540-5907.2011.00524.x,937-954,Garrett Glasgow,"University of California, Santa Barbara",Matt Golder,Pennsylvania State University,Sona N. Golder,Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,,,,,,,12 OCT 2011,13 JUN 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00530.x/abstract,2011,55,4,October 2011,737-1002,"Proportional Representation, Majoritarian Legislatures, and Coalitional Voting","Voters in elections under plurality rule face relatively straightforward incentives. In proportional representation systems, voters face more complex incentives as electoral outcomes don’t translate as directly into policy outcomes as in plurality rule elections. A common approach is to assume electoral outcomes translate into policy as a vote-weighted average of all party platforms. However, most of the world’s legislatures are majoritarian institutions, and elections in PR systems are generally followed by a process of coalition formation. Results obtained using this assumption are not robust to the introduction of even minimal forms of majoritarianism. Incentives to engage in strategic voting depend on considerations about the coalitions that may form after the election, and the voters’ equilibrium strategies are shaped by policy balancing and the postelectoral coalition bargaining situation, including considerations about who will be appointed the formateur.",10.1111/j.1540-5907.2011.00530.x,955-971,Indridi H. Indridason,"University of California, Riverside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 OCT 2011,7 JUL 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00536.x/abstract,2011,55,4,October 2011,737-1002,"Markets, Hierarchies, and Networks: An Agent-Based Organizational Ecology","Markets, hierarchies, and networks are widely understood to be the three primary forms of social organization. In this article, we study the choice between these forms in a general, agent-based model (ABM) of cooperation. The organizational ecology is the product, an emergent property, of the set of choices made by agents contingent on their individual attributes and beliefs about the population of agents. This is one of the first attempts to theorize explicitly the choice between different organizational forms, especially networks and hierarchies, and certainly the first to do so in an ABM. The insights of the model are applied to current research on transnational networks, social capital, and the sources of hierarchy and especially autocracy.",10.1111/j.1540-5907.2011.00536.x,972-990,Danielle F. Jung,"University of California, San Diego",David A. Lake,"University of California, San Diego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 OCT 2011,1 AUG 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00525.x/abstract,2011,55,4,October 2011,737-1002,The Separation Plot: A New Visual Method for Evaluating the Fit of Binary Models,"We present a visual method for assessing the predictive power of models with binary outcomes. This technique allows the analyst to evaluate model fit based upon the models’ ability to consistently match high-probability predictions to actual occurrences of the event of interest, and low-probability predictions to nonoccurrences of the event of interest. Unlike existing methods for assessing predictive power for logit and probit models such as Percent Correctly Predicted statistics, Brier scores, and the ROC plot, our “separation plot” has the advantage of producing a visual display that is informative and easy to explain to a general audience, while also remaining insensitive to the often arbitrary probability thresholds that are used to distinguish between predicted events and nonevents. We demonstrate the effectiveness of this technique in building predictive models in a number of different areas of political research.",10.1111/j.1540-5907.2011.00525.x,991-1002,Brian Greenhill,Dartmouth College,Michael D. Ward,Duke University,Audrey Sacks,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,12 OCT 2011,20 JUN 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00545.x/abstract,2012,56,1,January 2012,1-269,Social Welfare as Small-Scale Help: Evolutionary Psychology and the Deservingness Heuristic,"Public opinion concerning social welfare is largely driven by perceptions of recipient deservingness. Extant research has argued that this heuristic is learned from a variety of cultural, institutional, and ideological sources. The present article provides evidence supporting a different view: that the deservingness heuristic is rooted in psychological categories that evolved over the course of human evolution to regulate small-scale exchanges of help. To test predictions made on the basis of this view, a method designed to measure social categorization is embedded in nationally representative surveys conducted in different countries. Across the national- and individual-level differences that extant research has used to explain the heuristic, people categorize welfare recipients on the basis of whether they are lazy or unlucky. This mode of categorization furthermore induces people to think about large-scale welfare politics as its presumed ancestral equivalent: small-scale help giving. The general implications for research on heuristics are discussed.",10.1111/j.1540-5907.2011.00545.x,1-16,Michael Bang Petersen,Aarhus University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,18 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00560.x/abstract,2012,56,1,January 2012,1-269,"Biology, Ideology, and Epistemology: How Do We Know Political Attitudes Are Inherited and Why Should We Care?","Evidence that political attitudes and behavior are in part biologically and even genetically instantiated is much discussed in political science of late. Yet the classic twin design, a primary source of evidence on this matter, has been criticized for being biased toward finding genetic influence. In this article, we employ a new data source to test empirically the alternative, exclusively environmental, explanations for ideological similarities between twins. We find little support for these explanations and argue that even if we treat them as wholly correct, they provide reasons for political science to pay more rather than less attention to the biological basis of attitudes and behaviors. Our analysis suggests that the mainstream socialization paradigm for explaining attitudes and behaviors is not necessarily incorrect but is substantively incomplete.",10.1111/j.1540-5907.2011.00560.x,17-33,Kevin Smith,University of Nebraska–Lincoln,John R. Alford,Rice University,Peter K. Hatemi,The Pennsylvania State University,Lindon J. Eaves,Virginia Commonwealth University,Carolyn Funk,Virginia Commonwealth University,John R. Hibbing,University of Nebraska–Lincoln,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,28 NOV 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00568.x/abstract,2012,56,1,January 2012,1-269,Correlation not Causation: The Relationship between Personality Traits and Political Ideologies,"The assumption in the personality and politics literature is that a person's personality motivates them to develop certain political attitudes later in life. This assumption is founded on the simple correlation between the two constructs and the observation that personality traits are genetically influenced and develop in infancy, whereas political preferences develop later in life. Work in psychology, behavioral genetics, and recently political science, however, has demonstrated that political preferences also develop in childhood and are equally influenced by genetic factors. These findings cast doubt on the assumed causal relationship between personality and politics. Here we test the causal relationship between personality traits and political attitudes using a direction of causation structural model on a genetically informative sample. The results suggest that personality traits do not cause people to develop political attitudes; rather, the correlation between the two is a function of an innate common underlying genetic factor.",10.1111/j.1540-5907.2011.00568.x,34-51,Brad Verhulst,Virginia Commonwealth University,Lindon J. Eaves,Virginia Commonwealth University,Peter K. Hatemi,The Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,16 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00541.x/abstract,2012,56,1,January 2012,1-269,Polarizing Cues,"People categorize themselves and others, creating ingroup and outgroup distinctions. In American politics, parties constitute the in- and outgroups, and party leaders hold sway in articulating party positions. A party leader's endorsement of a policy can be persuasive, inducing co-partisans to take the same position. In contrast, a party leader's endorsement may polarize opinion, inducing out-party identifiers to take a contrary position. Using survey experiments from the 2008 presidential election, I examine whether in- and out-party candidate cues—John McCain and Barack Obama—affected partisan opinion. The results indicate that in-party leader cues do not persuade but that out-party leader cues polarize. This finding holds in an experiment featuring President Bush in which his endorsement did not persuade Republicans but it polarized Democrats. Lastly, I compare the effect of party leader cues to party label cues. The results suggest that politicians, not parties, function as polarizing cues.",10.1111/j.1540-5907.2011.00541.x,52-66,Stephen P. Nicholson,"University of California, Merced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00538.x/abstract,2012,56,1,January 2012,1-269,Policy-Specific Information and Informal Agenda Power,"In Gilligan and Krehbiel's models of procedural choice in legislatures, a committee exerts costly effort to acquire private information about an unknown state of the world. Subsequent work on expertise, delegation, and lobbying has largely followed this approach. In contrast, we develop a model of information as policy valence. We use our model to analyze a procedural choice game, focusing on the effect of transferability, i.e., the extent to which information acquired to implement one policy option can be used to implement a different policy option. We find that when information is transferable, as in Gilligan and Krehbiel's models, closed rules can induce committee specialization. However, when information is policy-specific, open rules are actually superior for inducing specialization. The reason for this surprising result is that a committee lacking formal agenda power has a greater incentive to exercise informal agenda power by exerting costly effort to generate high-valence legislation.",10.1111/j.1540-5907.2011.00538.x,67-83,Alexander V. Hirsch,Princeton Department of Politics,Kenneth W. Shotts,Stanford GSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,13 SEP 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00558.x/abstract,2012,56,1,January 2012,1-269,"U.S. Treaty Making with American Indians: Institutional Change and Relative Power, 1784–1911","Native Americans are unique among domestic actors in that their relations with the U.S. government involve treaty making, with almost 600 such documents signed between the Revolutionary War and the turn of the twentieth century. We investigate the effect of constitutional changes to the treating process in 1871, by which Congress stripped the president of his ability to negotiate directly with tribes. We construct a comprehensive new data set by digitizing all of the treaties for systematic textual analysis. Employing scaling techniques validated with word-use information, we show that a single dimension characterizes the treaties as more or less “harsh” in land and resource cession terms. We find that specific institutional changes to treaty-making mechanisms had little effect on agreement outcomes. Rather, it is the relative bargaining power of the United States economically and militarily that contributes to worsening terms for Indians over the nineteenth century.",10.1111/j.1540-5907.2011.00558.x,84-97,Arthur Spirling,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00544.x/abstract,2012,56,1,January 2012,1-269,The Complications of Controlling Agency Time Discretion: FDA Review Deadlines and Postmarket Drug Safety,"Public agencies have discretion on the time domain, and politicians deploy numerous policy instruments to constrain it. Yet little is known about how administrative procedures that affect timing also affect the quality of agency decisions. We examine whether administrative deadlines shape decision timing and the observed quality of decisions. Using a unique and rich dataset of FDA drug approvals that allows us to examine decision timing and quality, we find that this administrative tool induces a piling of decisions before deadlines, and that these “just-before-deadline” approvals are linked with higher rates of postmarket safety problems (market withdrawals, severe safety warnings, safety alerts). Examination of data from FDA advisory committees suggests that the deadlines may impede quality by impairing late-stage deliberation and agency risk communication. Our results both support and challenge reigning theories about administrative procedures, suggesting they embody expected control-expertise trade-offs, but may also create unanticipated constituency losses.",10.1111/j.1540-5907.2011.00544.x,98-114,Daniel Carpenter,Harvard University,Jacqueline Chattopadhyay,Harvard University,Susan Moffitt,Brown University,Clayton Nall,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00546.x/abstract,2012,56,1,January 2012,1-269,"The Intersection of Redistricting, Race, and Participation","The drawing of congressional district lines can significantly reduce political participation in U.S. House elections, according to recent work. But such studies have failed to explain which citizens’ voting rates are most susceptible to the dislocating effects of redistricting and whether the findings are generalizable to a variety of political contexts. Building on this nascent literature and work on black political participation, we show that redistricting's negative effects on participation—measured by voter roll-off in U.S. House elections—are generally strongest among African Americans, but that black voters can be mobilized when they are redrawn into a black representative's congressional district. Our findings, based on data from 11 postredistricting elections in five states from 1992 through 2006, both expand the empirical scope of previous work and suggest that redistricting plays a previously hidden role in affecting black participation in congressional contests.",10.1111/j.1540-5907.2011.00546.x,115-130,Danny Hayes,American University,Seth C. McKee,University of South Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,18 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00569.x/abstract,2012,56,1,January 2012,1-269,"Welfare Policymaking and Intersections of Race, Ethnicity, and Gender in U.S. State Legislatures","Welfare policy in the American states has been shaped profoundly by race, ethnicity, and representation. Does gender matter as well? Focusing on state welfare reform in the mid-1990s, we test hypotheses derived from two alternative approaches to incorporating gender into the study of representation and welfare policymaking. An additive approach, which assumes gender and race/ethnicity are distinct and independent, suggests that female state legislators—regardless of race/ethnicity—will mitigate the more restrictive and punitive aspects of welfare reform, much like their African American and Latino counterparts do. In contrast, an intersectional approach, which highlights the overlapping and interdependent nature of gender and race/ethnicity, suggests that legislative women of color will have the strongest countervailing effect on state welfare reform—stronger than that of other women or men of color. Our empirical analyses suggest an intersectional approach yields a more accurate understanding of gender, race/ethnicity, and welfare politics in the states.",10.1111/j.1540-5907.2011.00569.x,131-147,Beth Reingold,Emory University,Adrienne R. Smith,Emory University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,16 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00537.x/abstract,2012,56,1,January 2012,1-269,The Democratic Deficit in the States,"We study how well states translate public opinion into policy. Using national surveys and advances in subnational opinion estimation, we estimate state-level support for 39 policies across eight issue areas, including abortion, law enforcement, health care, and education. We show that policy is highly responsive to policy-specific opinion, even controlling for other influences. But we also uncover a striking “democratic deficit”: policy is congruent with majority will only half the time. The analysis considers the influence of institutions, salience, partisan control of government, and interest groups on the magnitude and ideological direction of this democratic deficit. We find the largest influences to be legislative professionalization, term limits, and issue salience. Partisanship and interest groups affect the ideological balance of incongruence more than the aggregate degree thereof. Finally, policy is overresponsive to ideology and party—leading policy to be polarized relative to state electorates.",10.1111/j.1540-5907.2011.00537.x,148-166,Jeffrey R. Lax,Columbia University,Justin H. Phillips,Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,1 SEP 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00542.x/abstract,2012,56,1,January 2012,1-269,Who Takes the Blame? The Strategic Effects of Collateral Damage,"Can civilians caught in civil wars reward and punish armed actors for their behavior? If so, do armed actors reap strategic benefits from treating civilians well and pay for treating them poorly? Using precise geo-coded data on violence in Iraq from 2004 through 2009, we show that both sides are punished for the collateral damage they inflict. Coalition killings of civilians predict higher levels of insurgent violence and insurgent killings predict less violence in subsequent periods. This symmetric reaction is tempered by preexisting political preferences; the anti-insurgent reaction is not present in Sunni areas, where the insurgency was most popular, and the anti-Coalition reaction is not present in mixed areas. Our findings have strong policy implications, provide support for the argument that information civilians share with government forces and their allies is a key constraint on insurgent violence, and suggest theories of intrastate violence must account for civilian agency.",10.1111/j.1540-5907.2011.00542.x,167-187,Luke N. Condra,University of Pittsburgh,Jacob N. Shapiro,Princeton University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 SEP 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00552.x/abstract,2012,56,1,January 2012,1-269,Effective Foreign Aid Following Civil War: The Nonstrategic-Desperation Hypothesis,"When does aid foster development after civil war? A testable model is needed to account for the uneven outcomes in postconflict development. This article proposes and empirically tests the novel nonstrategic-desperation hypothesis, an explanation based on the varied incentives that fragile postconflict governments face when confronted with donor development goals. Paradoxically, incentives to meet development goals only exist when donors have little strategic interest in the recipients and when recipients lack income from resource rents and are therefore desperate for income. Ten-year data on infant mortality changes following civil wars ending 1970–96 and a variety of robustness checks support the hypothesis. By focusing on how income sources constrain the choices of aid recipients, and how these constraints can provide incentives to meet donor development goals, the nonstrategic-desperation hypothesis explains how the good use of aid can take place following civil war, when institutions are weak.",10.1111/j.1540-5907.2011.00552.x,188-201,Desha M. Girod,Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,16 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00540.x/abstract,2012,56,1,January 2012,1-269,Vote Buying and Social Desirability Bias: Experimental Evidence from Nicaragua,"Qualitative studies of vote buying find the practice to be common in many Latin American countries, but quantitative studies using surveys find little evidence of vote buying. Social desirability bias can account for this discrepancy. We employ a survey-based list experiment to minimize the problem. After the 2008 Nicaraguan municipal elections, we asked about vote-buying behavior by campaigns using a list experiment and the questions traditionally used by studies of vote buying on a nationally representative survey. Our list experiment estimated that 24% of registered voters in Nicaragua were offered a gift or service in exchange for votes, whereas only 2% reported the behavior when asked directly. This detected social desirability bias is nonrandom and analysis based on traditional obtrusive measures of vote buying is unreliable. We also provide systematic evidence that shows the importance of monitoring strategies by parties in determining who is targeted for vote buying.",10.1111/j.1540-5907.2011.00540.x,202-217,Ezequiel Gonzalez-Ocantos,University of Notre Dame,Chad Kiewiet de Jonge,University of Notre Dame,Carlos Meléndez,University of Notre Dame,Javier Osorio,University of Notre Dame,David W. Nickerson,University of Notre Dame,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00555.x/abstract,2012,56,1,January 2012,1-269,A Statistical Method for Empirical Testing of Competing Theories,"Empirical testing of competing theories lies at the heart of social science research. We demonstrate that a well-known class of statistical models, called finite mixture models, provides an effective way of rival theory testing. In the proposed framework, each observation is assumed to be generated either from a statistical model implied by one of the competing theories or more generally from a weighted combination of multiple statistical models under consideration. Researchers can then estimate the probability that a specific observation is consistent with each rival theory. By modeling this probability with covariates, one can also explore the conditions under which a particular theory applies.We discuss a principled way to identify a list of observations that are statistically significantly consistent with each theory and propose measures of the overall performance of each competing theory. We illustrate the relative advantages of our method over existing methods through empirical and simulation studies.",10.1111/j.1540-5907.2011.00555.x,218-236,Kosuke Imai,Princeton University,Dustin Tingley,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,21 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00539.x/abstract,2012,56,1,January 2012,1-269,Understanding the Past: Statistical Analysis of Causal Attribution,"Would the third-wave democracies have been democratized without prior modernization? What proportion of the past militarized disputes between nondemocracies would have been prevented had those dyads been democratic? Although political scientists often ask these questions of causal attribution, existing quantitative methods fail to address them. This article proposes an alternative statistical methodology based on the widely accepted counterfactual framework of causal inference. The contribution of this article is threefold. First, it clarifies differences between causal attribution and causal effects by specifying the type of research questions to which each quantity is relevant. Second, it provides a clear resolution of the long-standing methodological debate on “selection on the dependent variable.” Third, the article derives new nonparametric identification results, showing that the complier probability of causal attribution can be identified using an instrumental variable. The proposed framework is illustrated via empirical examples from three subfields of political science.",10.1111/j.1540-5907.2011.00539.x,237-256,Teppei Yamamoto,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,13 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00543.x/abstract,2012,56,1,January 2012,1-269,The Product and Difference Fallacies for Indirect Effects,"Political scientists often cite the importance of mechanism-specific causal knowledge, both for its intrinsic scientific value and as a necessity for informed policy. This article explains why two common inferential heuristics for mechanism-specific (i.e., indirect) effects can provide misleading answers, such as sign reversals and false null results, even when linear regressions provide unbiased estimates of constituent effects. Additionally, this article demonstrates that the inferential difficulties associated with indirect effects can be ameliorated with the use of stratification, interaction terms, and the restriction of inference to subpopulations (e.g., the indirect effect on the treated). However, indirect effects are inherently not identifiable—even when randomized experiments are possible. The methodological discussion is illustrated using a study on the indirect effect of Islamic religious tradition on democracy scores (due to the subordination of women).",10.1111/j.1540-5907.2011.00543.x,257-269,Adam N. Glynn,Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 JAN 2012,14 OCT 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00573.x/abstract,2012,56,2,April 2012,271-518,Cognitive Biases and the Strength of Political Arguments,"Competition in political debate is not always sufficient to neutralize the effects of political rhetoric on public opinion. Yet little is known about the factors that shape the persuasiveness of political arguments. In this article, I consider whether cognitive biases influence the perceived strength of political arguments, making some arguments more persuasive than others. Lessons from neurobiology and recent political psychology research on emotion lead to the expectation that individuals are more likely to be persuaded by political arguments that evoke loss aversion via a fearful response—even in the face of a counterargument. Evidence from two experiments corroborates this expectation. I consider the normative implications of these empirical findings and potential avenues for future research.",10.1111/j.1540-5907.2011.00573.x,271-285,Kevin Arceneaux,Temple University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,17 JAN 2012
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00561.x/abstract,2012,56,2,April 2012,271-518,Emotional Substrates of White Racial Attitudes,"A steep decline in biologically based racial animus over the past four decades has not led to a softening of opposition to race-conscious policies such as affirmative action. One explanation for this is that a new racial belief system—referred to as symbolic racism or racial resentment—has replaced “old-fashioned racism.” Another is that nonracial values such as ideology and a preference for small government now drive policy opinions. Our theory suggests that whereas disgust once accompanied ideas about “biologically inferior” groups, anger has become fused to conservative ideas about race in the contemporary period. As a result, anger now serves as the primary emotional trigger of whites’ negative racial attitudes. We experimentally induce disgust, anger, or fear using an apolitical task and find anger is uniquely powerful at boosting opposition to racially redistributive policies among white racial conservatives. Nonracial attitudes such as ideology and small government preference are not activated by any of these negative emotions.",10.1111/j.1540-5907.2011.00561.x,286-297,Antoine J. Banks,University of Maryland,Nicholas A. Valentino,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,23 JAN 2012
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00549.x/abstract,2012,56,2,April 2012,271-518,It's About Time: The Lifespan of Information Effects in a Multiweek Campaign,"I advance a theoretical and empirical framework that puts time and thus the temporal dynamics of candidate evaluation front and center in order to advance our understanding of the lifespan of information effects while enhancing the external validity of our experimental approaches. With these temporal properties in mind, I designed a “panel experiment” with research conducted over 12 weeks. This represents the first experimental approach to combine control over information exposure with attention to information processing throughout the course of a multiweek campaign. Against the backdrop of partisanship, empirical tests assess the ability of transient exposure to issue and character information to produce effects that endure beyond the moment the information is encountered either via memory-based or on-line processes. Findings reveal a remarkably limited role for enduring information effects and suggest a “rapid displacement” model of information processing where new information quickly displaces the accumulated stockpile of old information.",10.1111/j.1540-5907.2011.00549.x,298-311,Dona-Gene Mitchell,University of Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,22 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00548.x/abstract,2012,56,2,April 2012,271-518,How Trust Matters: The Changing Political Relevance of Political Trust,"Americans most often think about government in terms of its ability to grapple with issues of redistribution and race. However, the September 11 terrorist attacks led to a massive increase in media attention to foreign affairs, which caused people to think about the government in terms of defense and foreign policy. We demonstrate that such changes in issue salience alter the policy preferences that political trust shapes. Specifically, we show that trust did not affect attitudes about the race-targeted programs in 2004 as it usually does, but instead affected a range of foreign policy and national defense preferences. By merging survey data gathered from 1980 through 2004 with data from media content analyses, we show that, more generally, trust's effects on defense and racial policy preferences, respectively, increase as the media focus more attention in these areas and decrease when that attention ebbs.",10.1111/j.1540-5907.2011.00548.x,312-325,Marc J. Hetherington,Vanderbilt University,Jason A. Husser,Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,8 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00564.x/abstract,2012,56,2,April 2012,271-518,Ethnocentrism as a Short-Term Force in the 2008 American Presidential Election,"Faced with a choice between John McCain and Barack Obama, voters in 2008 were swayed by the familiar play of factors—party identification, policy preferences, and economic conditions—but also, we find, by ethnocentrism, a deep-seated psychological predisposition that partitions the world into ingroups and outgroups—into “us” and “them.” The effect of ethnocentrism was significant and substantial, and it appeared over and above the effects due to partisanship, economic conditions, policy stances, political engagement, and several varieties of conservatism. Two features of Obama were primarily responsible for triggering ethnocentrism in 2008: his race and his imagined Muslim faith. As such, we demonstrate that ethnocentrism was much more important in 2008 than in the four presidential elections immediately preceding 2008, and we show that it was much more important in the actual contest between Senator McCain and Senator Obama than in a hypothetical contest between Senator McCain and Senator Clinton.",10.1111/j.1540-5907.2011.00564.x,326-340,Cindy D. Kam,Vanderbilt University,Donald R. Kinder,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,18 JAN 2012
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00559.x/abstract,2012,56,2,April 2012,271-518,"Separated Powers in the United States: The Ideology of Agencies, Presidents, and Congress","Government agencies service interest groups, advocate policies, provide advice to elected officials, and create and implement public policy. Scholars have advanced theories to explain the role of agencies in American politics, but efforts to test these theories are hampered by the inability to systematically measure agency preferences. We present a method for measuring agency ideology that yields ideal point estimates of individual bureaucrats and agencies that are directly comparable with those of other political actors. These estimates produce insights into the nature of the bureaucratic state and provide traction on a host of questions about American politics. We discuss what these estimates reveal about the political environment of bureaucracy and their potential for testing theories of political institutions. We demonstrate their utility by testing key propositions from ",10.1111/j.1540-5907.2011.00559.x,341-354,Joshua D. Clinton,Vanderbilt University,Anthony Bertelli,University of Southern California,Christian R. Grose,University of Southern California,David E. Lewis,Vanderbilt University,David C. Nixon,University of Hawaii,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,21 NOV 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00547.x/abstract,2012,56,2,April 2012,271-518,"Congress, Lawmaking, and the Fair Labor Standards Act, 1971–2000","Lawmaking studies and evaluations of competing accounts of policy change cannot easily assess the nature of policy change due to the difficulty of locating the status quo and proposals relative to the preferences of critical political actors. Focusing on activity involving the Fair Labor Standards Act, I investigate how the attempted and successful policy change between the 92nd Congress (1971–72) and the 106th Congress (1999–2000) compares to the predicted lawmaking activity according to dominant lawmaking models. Characterizing the incidence and magnitude of policy change over nearly 30 years reveals that policy change is rarer and smaller than current theories predict. Change occurs when the status quo is more extreme than the preferences of the pivot most supportive of the status quo according to supermajoritarian models, but there are many instances where similarly extreme status quos are left unchanged. Moreover, when change occurs, it exhibits a strong status quo bias and the outcome is often indistinguishable from the preferences of the pivot who most prefers the status quo.",10.1111/j.1540-5907.2011.00547.x,355-372,Joshua D. Clinton,Vanderbilt University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,19 DEC 2011
http://onlinelibrary.wiley.com/doi/10.1111/j.1540-5907.2011.00556.x/abstract,2012,56,2,April 2012,271-518,"The Rise and Decline of Turnout in Congressional Elections: Electoral Institutions, Competition, and Strategic Mobilization","Considerable debate exists over the impact of electoral institutions on turnout in U.S. national elections. To address this debate, I exploit the rich variation in electoral rules present throughout the nineteenth and early twentieth century. Using a newly constructed dataset of district-level turnout results for the U.S. House from 1840 to 1940, I find that electoral institutions and political competition jointly provided incentives, and by the turn-of-the-century disincentives, for political leaders to mobilize the electorate. The results demonstrate that changes in electoral institutions and varying levels of political competition help explain congressional turnout across districts and over time.",10.1111/j.1540-5907.2011.00556.x,373-386,Erik J. Engstrom,"University of California, Davis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 APR 2012,21 NOV 2011
